id,coname,loc_search,reason,year
200413,The Order Sons of Italy Way,Grand Street between Mott Street and Mulberry Street,"The Order of Sons of Italy is the largest and longest-established national organization  for men and women of Italian heritage in the United States. Founded, on Grand Street between Mott and Mulberry Street, in 1905 as a mutual aid society for early Italian immigrants, today the organization has more than 600,000 members and supporters and  a network of more that 700 chapters across the United States. It is the leading service and advocacy organization for the nation’s estimated 26 million people of Italian descent. The goals of the Order include encouraging the study of Italian language and culture in American schools and universities, preserving Italian-American traditions, culture, history and heritage and promoting closer cultural relations between the United States and Italy.",2004
200416,Sister Mary Geraldine Tobis Way,43rd Street between 3rd Avenue and 4th Avenue,"Sister Mary Geraldine Tobia, a stalwart of the southwest Brooklyn community, gave years of service to the children, families, newly arrived immigrant groups and the myriad of groups that comprise the gorgeous mosaic that is New York City.  A Magna Cum Laude graduate of Fordham University in 1967, she made the difference between survival and a prosperous and productive life.  Her selfless dedication and vision is sorely missed in the community.  She served as the Project Director for the Center for Family Life in Sunset Park, the Program Coordinator for the Family Reception Center in Park Slope, member of the Board of Directors for Saving Families for Children and the Literacy Volunteers of New York City, as well as many other family and social welfare organizations.  She served as an Adjunct Professor at Columbia University School of Social Work and was a Committee Member of the Mayor’s Agenda for Children Tomorrow.  ",2004
200417,Sisters of St. Joseph Boulevard,none the intersection 60th Street and 6th Avenue,The Sisters of St. Joseph are celebrating 100 years of quality educational service that they have given to the Sunset Park Community through their work at the Elementary School of Our Lady of Perpetual Help. The school was founded by the Redemptionists in 1904 and has been staffed by the Sisters of St. Joseph ever since.,2004
200420,Rev. Dr. Eldridge Gittens Way,120th Avenue between Sutphin Boulevard and 143rd Street," The Reverend Dr. Eldridge Gittens born and raised in New York City. He attended Haaren High School and Shelton College before serving in the United States Army during World War II. In 1955, at a meeting held in his Jamaica, New York home, Rev. Gittens and eleven others founded the Rush Temple African Methodist Episcopal Zion Church. Forty-two years have passed since the founding of Rush Temple. Today, it is a pillar in the Queens community it serves. Its active congregation, under the leadership of its wise, patient and congenial pastor, embraces all who come. Among its many community programs are such needed activities as a food pantry for the hungry, a clothing distribution program, scouting, academic tutoring, family counseling, housing development, an addiction of recovery program, a youth choir and, of course worship.This street name change would be a very fitting tribute since Rev. Gittens for more than 40 years was committed to improving the lives of people in the community. Reverend Gittens left an incredible mark on the community and this street name change would make that mark more permanent.",2004
200425,Edward R. Stanzione Place,none the northwest corner of the intersection of Forest Avenue and Bennet Avenue,"Edward Stanzione was a lifelong West Brighton, Staten Island resident.  He served as an aviation airman first class for four years during the Korean Way in the United States Navy.  In 1958, he married Stephanie Greco, with whom his friends had set him up on a blind date after returning from the Mediterranean.  He worked with his father at Stanzione’s Deli and took over the family business when his father retired.  When he wasn’t enjoying food – preparing and eating it too – he was watching his beloved Brooklyn Dodgers.  He was a member of the Richmond County Post of the VFW in Port Richmond.  ",2004
200427,James Lane III Way,none the southeast corner of Potter Avenue and Fairview Avenue,James Lane III died of a brain tumor at 8 years of age.,2004
200436,Janice Caulter Way,none the northwest corner of the intersection of 69th Street and Madison Avenue,"On July 31, 2002, five US Citizens were among nine people killed when a large bomb exploded in a cafeteria at Hebrew University in Jerusalem.  The blast sprayed shards of metal and glass across the lunchroom crowd, and Hamas, a terrorist group, claimed responsibility.  The bombing occurred at one of Israel’s oldest and most prestigious institutions of learning which is attended by Jews and Arabs alike.This terrorist attack shattered the relative peace and security enjoyed by students in this academic enclave where most felt secure from attack.  Many students thought this was a place of peace where Jews and Arabs could meet, learn and live together.  One of the victims, Janis Ruth Coulter was only 36 years old.  She worked as the Assistant Director of Academic Affairs in New York for Hebrew University’s Rothberg School since 1999.  She supervised the admissions of American graduate students to the school, and had left the US with a group of American students who were enrolling in the University.Janis was known to her colleagues in NY and Israel as a gifted and intensely creative educational administrator whose dedication and sincere commitment to her work, her students and the people of the State of Israel will forever remain indelibly marked in the hearts and minds of those who knew her.",2004
200449,Kalpana Chawla Way,74th Street between Roosevelt Avenue and 37th Avenue,"Kalpana Chawla was born on August 1, 1961 in Karnal, India. She graduated from Tangore School, India. Kalpana continued her education earning a Bachelor of Science degree from Punjab Engineering College, a Master of Science degree from the University of Texas and a Doctorate of philosophy from the University of Colorado.Pursuing her love of aerospace, she began her career with NASA Ames Research Center in 1988. On December 1994, Kalapana was selected by NASA to be an astronaut candidate in the 15th Group of Astronauts. Through immense training and great excitement she joined six other members of the crew on a 16-day flight in the Colombia Space Shuttle that departed Earth on January 17, 2003. Tragically, on February 1, 2003, 16 minutes prior to the scheduled landing, she and her crew perished. Community Board No. 3 proposes that honoring Kalpana by renaming 74th Street in Jackson Heights KALPANA CHAWLA would be a small tribute to this accomplished student of aerospace engineering. Kalpana Chawla remains the first person from India to go into space and a National hero.",2004
200458,Karen S. Juday Place,64th Street between 19th Avenue and 20th Avenue,,2004
200470,Shannon Marie Fava Way,77th Street between 15th Avenue and 16th Avenue,,2004
200471,"Zeh ""Zach"" Zeng Way",Baynard Street between Mulberry Street and Baxter Street,,2004
200477,Carl Allen Peralta Street,Boylan Street from Woodrow Road to the end of the street,,2004
